nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud,categoria_negocio,categoria_id,density_500m,density_1000m,density_2000m,ratio_500m_2km,dist_city_center_km,local_density_1km,cluster_zone,dist_city_center_km^2,dist_city_center_km density_1000m,density_1000m^2,valoracion,puntuacion_std,reviews_std,reviews_bin,valoracion_norm,valoracion_por_cercania
BBVA,"Calle Alcalá, 189, Madrid",28028,1.6,57.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.42770549999999,-3.670107699999999,Comercio / Servicios,2,24,96,350,0.0683760683760683,3.099185558844321,96,0,9.604951128149184,297.5218136490548,9216.0,1.5946464552680462,-3.7235711043917767,-0.22517950204327,normal,0.2531121890433496,0.4984538801944639
Dermasana Alcalá - Depilación Láser Madrid,"Calle Alcalá, 180, Madrid",28028,4.9,2386.0,"beauty_salon, hair_care, health, point_of_interest, establishment",40.4293549,-3.6656559,Comercio / Servicios,2,13,79,295,0.0439189189189189,3.5177816214599176,79,0,12.374787536281168,277.9047480953335,6241.0,4.9,1.2331787641021943,0.0389483601592551,muchos,0.9780672461421202,1.354421165427519
Carrefour Express,"Plaza de Manuel Becerra, 15, Madrid",28028,3.8,762.0,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",40.427831,-3.6679052,Restauración,9,21,85,328,0.0638297872340425,3.2767744507644556,85,0,10.7372508011827,278.52582831497875,7225.0,3.8,-0.4190711920624633,-0.1452266712777997,muchos,0.6990840778580911,1.125334266592704
BBVA,"Avenida de Bruselas, 46 y 48, Madrid",28028,3.2,39.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4377965,-3.663493,Comercio / Servicios,2,8,70,265,0.0300751879699248,4.134142393652592,70,7,17.091133330995582,289.38996755568144,4900.0,3.135225883373426,-1.3202984408795484,-0.2272208509138777,pocos,0.5910036829948377,0.7404630245958301
Just Novias: alquiler de vestidos de novia,"Calle de Ayala, 120, 2°B, Madrid",28028,4.0,194.0,"clothing_store, store, point_of_interest, establishment",40.4271479,-3.673324999999999,Comercio / Servicios,2,38,117,374,0.1013333333333333,2.824733890404387,117,0,7.9791215515991025,330.49386517731324,13689.0,3.999999984977333,-0.1186621091234345,-0.2096425689725332,normal,0.7806724581263156,1.3676457875708736
VP Madroño,"Calle del General Díaz Porlier, 101, Madrid",28028,4.4,1273.0,"lodging, restaurant, food, point_of_interest, establishment",40.43513129999999,-3.6765655,Restauración,9,32,109,411,0.0776699029126213,3.077226319215021,109,0,9.469321819669627,335.4176687944373,11881.0,4.4,0.482156056754623,-0.0872750450066574,muchos,0.8665901426909144,1.3848557068125644
MASmusculo Madrid,"Calle de Goya, 118, Madrid",28028,3.9,118.0,"health, store, food, point_of_interest, establishment",40.42429949999999,-3.6693826,Restauración,9,26,87,330,0.0785498489425981,3.030542324404023,87,0,9.184186780004138,263.65718222314996,7569.0,3.8999707322241313,-0.2688666505929489,-0.2182615975373215,normal,0.7269935844469582,1.245781186800146
Eurostars Madrid Tower,"Paseo de la Castellana, 259, B, Madrid",28029,4.4,6844.0,"lodging, point_of_interest, establishment",40.4766477,-3.6877681,Alojamiento,1,9,25,247,0.0362903225806451,6.791641858297185,25,0,46.126399131374434,169.79104645742962,625.0,4.4,0.482156056754623,0.5445224304464414,muchos,0.8623067888324928,0.6384545352864827
Hotel 4C Puerta Europa,"Calle de Bravo Murillo, 364, Madrid",28029,3.9,639.0,"lodging, point_of_interest, establishment",40.4649861,-3.6931906,Alojamiento,1,98,172,315,0.310126582278481,5.432762962756375,172,0,29.51491340949743,934.4352295940964,29584.0,3.9,-0.2688666505929489,-0.159175888560286,muchos,0.6901902748731087,0.7048919366784246
Sitomaco,"Calle de Ceuta, 21, Madrid",28029,4.7,544.0,"store, point_of_interest, establishment",40.46252,-3.698519999999999,Comercio / Servicios,2,70,163,317,0.220125786163522,5.103438894433251,163,0,26.04508854921408,831.8605397926199,26569.0,4.7,0.9327696811631656,-0.1699496742662714,muchos,0.93420173842636,0.9032488120554582
Calzados El Ferrocarril,"Calle de Bravo Murillo, 319, BAJO, Madrid",28029,4.3,105.0,"shoe_store, point_of_interest, store, establishment",40.46353659999999,-3.696608699999999,Comercio / Servicios,2,98,162,321,0.3043478260869565,5.232393751009056,162,0,27.37794436559862,847.647787663467,26244.0,4.299881593267796,0.3319515152851079,-0.2197359050549826,normal,0.8464447531377146,0.806369858275024
Librería Akira Comics,"Avenida de Betanzos, 74, Madrid",28029,4.8,8431.0,"book_store, store, point_of_interest, establishment",40.48237400000001,-3.713604000000001,Comercio / Servicios,2,13,49,76,0.1688311688311688,7.338547010028729,49,20,53.8542722184016,359.5888034914077,2401.0,4.8,1.0829742226326793,0.7245013558716915,muchos,0.95613449228424,0.6452873112892328
Torre de Cristal,"Paseo de la Castellana, 259C, Planta 19, Madrid",28029,4.5,209.0,"gym, spa, point_of_interest, health, establishment",40.4781919,-3.6874821,Comercio / Servicios,2,7,26,226,0.0308370044052863,6.964728006426362,26,-1,48.50743620349972,181.0829281670854,676.0,4.499999996228988,0.6323605982241368,-0.2079414449136934,muchos,0.8903362298835134,0.6369671970577787
I.S.G.F. Commercial reports..,"Calle de Lezama, 2, Madrid",28029,1.3,1038.0,"point_of_interest, establishment",40.4904878,-3.6917727,Otros / No categorizado,7,13,22,91,0.1413043478260869,8.256674588489883,22,19,68.17267526021458,181.64684094677744,484.0,1.3,-4.17418472880032,-0.1139259885951475,muchos,0.2077630736703621,0.1555642721556446
El Asador de Aranda,"Plaza Castilla, 3, Madrid",28029,4.5,1599.0,"restaurant, bar, food, point_of_interest, establishment",40.4663351,-3.6905496,Restauración,9,73,160,306,0.2377850162866449,5.621043096082685,160,0,31.596125488018817,899.3668953732297,25600.0,4.5,0.6323605982241368,-0.0503039487945393,muchos,0.8945078201630516,0.7865698482644261
"Álvarez, deporte y tiempo libre","Calle del Poeta Joan Maragall, 60, Madrid",28029,4.2,1522.0,"point_of_interest, store, establishment",40.4630755,-3.6914393,Comercio / Servicios,2,96,194,321,0.2981366459627329,5.250862070376927,194,0,27.57155248212307,1018.6672416531238,37636.0,4.2,0.1817469738155942,-0.0590363856299169,muchos,0.8245379691369602,0.7849202511221043
Asador Donostiarra,"Calle de la Infanta Mercedes, 79, Madrid",28029,4.6,5033.0,"restaurant, food, point_of_interest, establishment",40.4616628,-3.6957148,Restauración,9,114,188,318,0.3573667711598746,5.035231498112713,188,0,25.3535562395864,946.62352164519,35344.0,4.6,0.7825651396936505,0.3391400524091838,muchos,0.9224254976351888,0.8957726641321974
Catenon,"Paseo de la Castellana, 259C, planta 20, Madrid",28029,4.5,15.0,"point_of_interest, establishment",40.4781919,-3.6874821,Otros / No categorizado,7,7,26,226,0.0308370044052863,6.964728006426362,26,-1,48.50743620349972,181.0829281670854,676.0,3.495914279332066,0.6323605982241368,-0.2299426494080214,pocos,0.6779480420781063,0.4948406047836578
Garrido doors S.L.,"Calle de la Marroquina, 55, Madrid",28030,4.6,90.0,"painter, plumber, furniture_store, general_contractor, home_goods_store, point_of_interest, store, establishment",40.41014079999999,-3.6469846,Comercio / Servicios,2,15,41,83,0.1785714285714285,4.866786429436299,41,2,23.68561014974532,199.53824360688827,1681.0,4.599432314901201,0.7825651396936505,-0.2214370291138224,normal,0.9121444755930728,0.9260378677935645
Asociación-Plataforma de Apoyo a las Víctimas del Terrorismo,"Calle del Camino de los Vinateros, 51, Madrid",28030,4.5,16.0,"point_of_interest, establishment",40.4108782,-3.6538852,Otros / No categorizado,7,24,47,133,0.1791044776119403,4.276875894087367,47,2,18.291667413425618,201.01316702210627,2209.0,3.5914656690240507,0.6323605982241368,-0.2298292411374321,pocos,0.6984073230101959,0.8205546046840599
Quad Madrid,"Calle de los Andaluces, 18, Madrid",28030,4.9,199.0,"park, point_of_interest, establishment",40.3901647,-3.639261099999999,Naturaleza / Recreación,6,8,15,86,0.0919540229885057,6.215793039180797,15,10,38.63608310592845,93.23689558771196,225.0,4.899999988838157,1.2331787641021943,-0.2090755276195866,normal,1.0,0.7758328935796988
Muebles de Cocina Ados S.l.,"Calle del Arroyo de la Media Legua, 29, Madrid",28030,4.2,14.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",40.4111121,-3.6561882,Comercio / Servicios,2,27,47,154,0.1741935483870967,4.080215325907455,47,2,16.64815710577008,191.77012031765037,2209.0,3.164292751445253,0.1817469738155942,-0.2300560576786107,pocos,0.5973788476232261,0.7569688412542094
McDonald's,"C/ Manuel Machado, Calle Alcalde Luis Marichalar, 6, y C, Madrid",28030,3.6,1880.0,"restaurant, food, point_of_interest, establishment",40.4116,-3.6592,Restauración,9,22,42,165,0.1325301204819277,3.819915876546667,42,2,14.591757303893292,160.43646681496003,1764.0,3.6,-0.7194802750014915,-0.0184362247589405,muchos,0.6432487229138169,0.9183870555843398
CIFP Barrio de Bilbao,"Calle de Villaescusa, 19, Madrid",28030,3.2,69.0,"point_of_interest, establishment",40.4212139,-3.6306184,Restauración,9,10,20,107,0.0925925925925925,6.214628610562285,20,8,38.62160876721932,124.29257221124573,400.0,3.196775086627045,-1.3202984408795484,-0.2238186027961981,normal,0.5306776921110506,0.5062491056528483
Oficina de Correos,"Calle del Arroyo de la Media Legua, 56, Madrid",28030,2.9,395.0,"post_office, point_of_interest, finance, establishment",40.41039500000001,-3.6553714,Administración / Localidad,0,27,48,149,0.18,4.161469296472428,48,2,17.317826705482727,199.75052623067657,2304.0,2.9,-1.7709120652880916,-0.18684750658408,muchos,0.6875665727843363,0.6805164599919964
Acentual Traducciones,"Calle de los Pinillas, 4, Madrid",28030,4.0,4.0,"point_of_interest, establishment",40.39928920000001,-3.624246099999999,Otros / No categorizado,7,7,13,51,0.1346153846153846,7.0115459242652864,13,21,49.161776248081146,91.15009701544872,169.0,1.3187198158574427,-0.1186621091234345,-0.2311901403845039,muy_pocos,0.2117713248623019,0.1854336356540766
The Veterinary Clinic,"Calle de la Marroquina, 26, Madrid",28030,4.4,553.0,"veterinary_care, point_of_interest, establishment",40.40747580000001,-3.648924799999999,Otros / No categorizado,7,23,46,109,0.209090909090909,4.760238912250326,46,2,22.65987450170217,218.970989963515,2116.0,4.4,0.482156056754623,-0.1689289998309675,muchos,0.8715291485953629,0.905305290427126
Administración Sudeste (AEAT),"Calle del Camino de los Vinateros, 51, Madrid",28030,2.6,178.0,"accounting, local_government_office, point_of_interest, finance, establishment",40.4111862,-3.6540291,Administración / Localidad,0,24,47,126,0.1889763779527559,4.259675801614355,47,2,18.1448379348589,200.2047626758747,2209.0,2.599999951634958,-2.221525689696634,-0.2114571013019623,normal,0.6094582033880365,0.5963746090184499
Sports Centers Cerro Almodovar,"Calle Cerro Almodóvar, 9, Madrid",28031,4.0,997.0,"gym, point_of_interest, health, establishment",40.3826888,-3.602586499999999,Comercio / Servicios,2,10,15,46,0.2127659574468085,9.372518081991698,15,23,87.84409519726134,140.58777122987547,225.0,4.0,-0.1186621091234345,-0.1185757276893096,muchos,0.7806724614212002,0.4222742005216587
Kiko,"Calle Adolfo Bioy Casares, 2, Madrid",28031,3.9,544.0,"store, point_of_interest, establishment",40.3691834,-3.5977124,Comercio / Servicios,2,25,31,49,0.5,10.428465251099851,31,22,108.75288749339713,323.28242278409544,961.0,3.9,-0.2688666505929489,-0.1699496742662714,muchos,0.7587397075633202,0.3704243597700612
Tienda Zarpas,"Calle de Fernando Chueca Goitia, 8, Madrid",28031,4.9,375.0,"store, point_of_interest, establishment",40.3665299,-3.5898544,Comercio / Servicios,2,6,29,41,0.1428571428571428,11.15207461207766,29,22,124.36876815334706,323.4101637502521,841.0,4.9,1.2331787641021943,-0.1891156719958664,muchos,0.9780672461421202,0.4354752495811287
Encuentro Moda,"Centro Comercial La Gavia, Calle Adolfo Bioy Casares, 2, Madrid",28031,4.2,575.0,"clothing_store, store, point_of_interest, establishment",40.36914999999999,-3.597501400000001,Comercio / Servicios,2,25,31,48,0.5102040816326531,10.445749162997544,31,22,109.11367557626392,323.8182240529239,961.0,4.2,0.1817469738155942,-0.1664340178780025,muchos,0.8245379691369602,0.3982647354003804
Cartagon S L,"Calle del Alto del Retiro, 33, Madrid",28031,3.9,54.0,"point_of_interest, establishment",40.3697901,-3.5958322,Otros / No categorizado,7,26,30,48,0.5306122448979592,10.53227527228903,30,22,110.92882241127096,315.9682581686709,900.0,3.8823853343238106,-0.2688666505929489,-0.2255197268550379,normal,0.7606984857052013,0.3651509422863135
Grupo SPI,"Calle Pirotecnia, 52, Madrid",28031,3.9,32.0,"store, point_of_interest, establishment",40.3942782,-3.5890485,Comercio / Servicios,2,4,5,30,0.1290322580645161,10.033824766759588,5,-1,100.67763945003811,50.16912383379794,25.0,3.741027404484372,-0.2688666505929489,-0.2280147088080029,pocos,0.7238726394873943,0.3691624328018265
Juan Valdez - La Gavia,"La Gavia, Calle Adolfo Bioy. 2. Centro Comercial, Planta 0, Madrid",28031,4.2,1224.0,"cafe, store, food, point_of_interest, establishment",40.37103,-3.5984745,Restauración,9,25,31,49,0.5,10.269515754729012,31,22,105.4629538366274,318.35498839659937,961.0,4.2,0.1817469738155942,-0.0928320502655341,muchos,0.8107547877466401,0.4050333785436984
Tezenis,"Calle Adolfo Bioy Casares, 2, Local B00079, Madrid",28031,4.0,404.0,"clothing_store, store, point_of_interest, establishment",40.37103,-3.5984745,Comercio / Servicios,2,25,31,49,0.5,10.269515754729012,31,22,105.4629538366274,318.35498839659937,961.0,4.0,-0.1186621091234345,-0.1858268321487761,muchos,0.7806724614212002,0.3857460748035223
Electrón Coslada S.A.,"Calle de Rivas, 35, Madrid",28031,4.5,14.0,"store, point_of_interest, establishment",40.3945149,-3.5814941,Comercio / Servicios,2,2,6,24,0.08,10.64825273140888,6,-1,113.38528623195668,63.88951638845327,36.0,3.3903136622627708,0.6323605982241368,-0.2300560576786107,pocos,0.6469514576601708,0.3154292839016978
SUNDARA DEPILACIÓN CON HILO LA GAVIA,"Calle Adolfo Bioy Casares, 2, Madrid",28031,3.7,171.0,"beauty_salon, store, point_of_interest, establishment",40.37103,-3.5984745,Comercio / Servicios,2,25,31,49,0.5,10.269515754729012,31,22,105.4629538366274,318.35498839659937,961.0,3.6999998613990894,-0.569275733531977,-0.2122509591960875,normal,0.7148741694485636,0.3568151058270688
Municipal Sports Center Faustina Valladolid,"Calle de Ladera de los Almendros, 2, Madrid",28032,4.1,1388.0,"gym, health, point_of_interest, establishment",40.4043532,-3.6231684,Comercio / Servicios,2,8,13,65,0.1212121212121212,6.9656377486197325,13,21,48.52010924499618,90.55329073205652,169.0,4.1,0.0315424323460791,-0.0742330938888857,muchos,0.8026052152790801,0.5802731679530176
Banco Santander - Smart Red,"Calle de San Cipriano, 29, Madrid",28032,2.1,38.0,"bank, atm, finance, point_of_interest, establishment",40.4042185,-3.605221,Comercio / Servicios,2,18,21,43,0.4090909090909091,8.46273589581546,21,24,71.61789884232348,177.71745381212466,441.0,2.053021379102052,-2.9725483970442053,-0.227334259184467,pocos,0.3536464328341069,0.2397623147649978
Asociación Vicus Albus,"Calle de Villajimena, 9, Madrid",28032,4.8,52.0,"museum, tourist_attraction, point_of_interest, establishment",40.4077028,-3.6090851,Turismo / Atracción,11,17,22,62,0.2698412698412698,8.08248355217169,22,24,65.32654037112589,177.81463814777717,484.0,4.773520490780348,1.0829742226326793,-0.2257465433962166,normal,0.9928614373195956,0.583382839738605
Akiomoda,"Calle de San Cipriano, 26, Madrid",28032,4.6,97.0,"clothing_store, store, point_of_interest, establishment",40.4039882,-3.6068056,Comercio / Servicios,2,19,21,44,0.4222222222222222,8.334802138057084,21,24,69.46892668056094,175.03084489919877,441.0,4.599718095922755,0.7825651396936505,-0.2206431712196972,normal,0.9122071552411029,0.5453261405112555
CMB Bricolage Valdebernardo,"Centro Comercial Valdebernardo, Bulevar de José Prat, 41, Madrid",28032,3.6,2878.0,"home_goods_store, store, point_of_interest, establishment",40.3976108,-3.6181083,Comercio / Servicios,2,5,12,46,0.1063829787234042,7.562782989809816,12,21,57.195686550956694,90.7533958777178,144.0,3.6,-0.7194802750014915,0.0947452292892003,muchos,0.6929414459896802,0.4698032039778996
Puerta Grande,"Calle de San Cipriano, 30, Madrid",28032,3.9,130.0,"restaurant, food, point_of_interest, establishment",40.40396429999999,-3.6063076,Restauración,9,19,21,43,0.4318181818181818,8.376802391479641,21,24,70.17081830589903,175.91285022107246,441.0,3.899991184715313,-0.2688666505929489,-0.2169006982902497,normal,0.7269992943074812,0.4600781054699757
Momo Veterinary Center,"Calle de Aquitania, 8, Madrid",28032,4.5,426.0,"veterinary_care, point_of_interest, establishment",40.4179649,-3.6199428,Otros / No categorizado,7,16,22,82,0.1927710843373494,7.100317674774068,22,8,50.41451108270903,156.2069888450295,484.0,4.5,0.6323605982241368,-0.1833318501958111,muchos,0.8929409574639112,0.6249724252813889
Carrefour Express,"Avenida de Guadalajara, 128, Madrid",28032,3.9,568.0,"supermarket, grocery_or_supermarket, store, food, point_of_interest, establishment",40.4241146,-3.6068191,Restauración,9,6,12,44,0.1333333333333333,8.24997060417841,12,-1,68.06201496980788,98.99964725014092,144.0,3.9,-0.2688666505929489,-0.1672278757721277,muchos,0.7270017553302284,0.4670675125548826
Duplex Ascensores - Centro Logístico y Fabricación,"Calle de Boyer, 26, Madrid",28032,4.0,7.0,"point_of_interest, establishment",40.40426470000001,-3.587321000000001,Otros / No categorizado,7,2,3,31,0.0625,9.959834544053969,3,-1,99.19830414493072,29.879503632161907,9.0,2.013658784834362,-0.1186621091234345,-0.230849915572736,muy_pocos,0.3605703286527008,0.200168181297233
Clínica Veterinaria Hábitat Vicálvaro,"Paseo de los Artilleros, 2, Madrid",28032,4.7,148.0,"veterinary_care, point_of_interest, establishment",40.40854230000001,-3.6100226,Otros / No categorizado,7,10,21,66,0.1492537313432835,7.992430711099704,21,24,63.87894867172973,167.8410449330938,441.0,4.699998243939292,0.9327696811631656,-0.2148593494196419,normal,0.9357641991966456,0.5807894329564912
Cafetería Restaurante Plaza 22,"Calle Belianes, 22, Madrid",28033,4.0,220.0,"restaurant, food, point_of_interest, establishment",40.4701812,-3.6455423,Restauración,9,8,31,83,0.0952380952380952,7.716092197494811,31,26,59.53807880024029,239.19885812233912,961.0,3.999999998884213,-0.1186621091234345,-0.2066939539372109,muchos,0.7549194324908639,0.5117646897980913
Hospital de día Pio XII,"Cuesta del Sagrado Corazón, 4, Madrid",28033,3.1,412.0,"hospital, point_of_interest, health, establishment",40.46599799999999,-3.6706071,Salud,10,9,36,242,0.037037037037037,6.149618233414605,36,6,37.81780441674537,221.3862564029258,1296.0,3.1,-1.4705029823490627,-0.1849195659840616,muchos,0.4870536531211272,0.4960302988469509
Faes Farma Madrid,"Edificio 2, Parque Empresarial Cristalia, Planta 5°, Calle Vía de los Poblados, 3, Madrid",28033,2.4,7.0,"point_of_interest, establishment",40.4754966,-3.6350574,Otros / No categorizado,7,6,22,53,0.1111111111111111,8.742838387963289,22,-1,76.43722307804452,192.34244453519236,484.0,1.2081952709006172,-2.521934772635663,-0.230849915572736,muy_pocos,0.1881060205433135,0.1366298034514789
BBVA,"Calle de Arturo Soria, 189, Madrid",28033,2.2,30.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4585724,-3.6593659,Comercio / Servicios,2,23,32,156,0.1464968152866242,5.976339492983511,32,6,35.71663373539441,191.24286377547236,1024.0,2.0904684495906993,-2.822343855574691,-0.2282415253491816,pocos,0.3618596066313688,0.344034175839683
Muchoviaje,"Edificio ELIPSE, Avenida de Manoteras, 18, Madrid",28033,3.6,35.0,"travel_agency, point_of_interest, establishment",40.4869143,-3.6694303,Otros / No categorizado,7,25,49,107,0.2314814814814814,8.321099636904403,49,25,69.24069916729059,407.7338822083158,2401.0,3.4912894196796533,-0.7194802750014915,-0.227674483996235,pocos,0.6769577759688931,0.4145883044038001
Hotel Quinta de Los Cedros,"Calle de Allendesalazar, 4, Madrid",28033,4.6,570.0,"lodging, point_of_interest, establishment",40.459563,-3.6630072,Alojamiento,1,19,35,177,0.1067415730337078,5.8761427655933005,35,6,34.52905380163448,205.66499679576552,1225.0,4.6,0.7825651396936505,-0.1670010592309491,muchos,0.931153394416246,0.7697272606142835
Centro de Salud Mar Báltico,"Calle Mar Báltico, 2, Madrid",28033,2.4,335.0,"point_of_interest, doctor, health, establishment",40.4725411,-3.6423619,Comercio / Servicios,2,8,33,61,0.1290322580645161,8.089953134036026,33,-1,65.44734171089932,266.96845342318886,1089.0,2.3999999999999932,-2.521934772635663,-0.1936520028194391,muchos,0.4297483996951189,0.293041969926056
Embassy of Saudi Arabia,"Calle del Doctor Álvarez Sierra, 3, Madrid",28033,3.1,97.0,"embassy, point_of_interest, establishment",40.46747489999999,-3.6670338,Administración / Localidad,0,8,37,169,0.0470588235294117,6.436745570805903,37,6,41.43169354328941,238.1595861198184,1369.0,3.099810021165335,-1.4705029823490627,-0.2206431712196972,normal,0.7395893475382724,0.474213044945417
Hotel ILUNION Pío XII,"Avenida de Pío XII, 77, Madrid",28033,4.2,4429.0,"lodging, restaurant, food, point_of_interest, establishment",40.4689299,-3.6740122,Restauración,9,8,39,236,0.0337552742616033,6.3209878200571445,39,6,39.954887021310775,246.51852498222863,1521.0,4.2,0.1817469738155942,0.2706414569732348,muchos,0.8107547877466401,0.6541049629280595
Inspired Education Group,"Avenida de Burgos, 12B, Madrid",28033,3.6,11.0,"point_of_interest, establishment",40.4739454,-3.674690200000001,Otros / No categorizado,7,6,34,209,0.0285714285714285,6.815056059947079,34,27,46.4449891002214,231.71190603820068,1156.0,2.401664098686914,-0.7194802750014915,-0.2303962824903787,pocos,0.4436492848546206,0.3473094184438606
BBVA,"Calle de López de Hoyos, 466, Madrid",28033,2.4,62.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4699898,-3.650916,Comercio / Servicios,2,16,25,98,0.1616161616161616,7.416797865890532,25,26,55.00889058347834,185.4199466472633,625.0,2.39512936647289,-2.521934772635663,-0.2246124606903234,normal,0.4286801356323,0.3186369261492884
Hotel Villamadrid,"Calle Xaudaró, 2, Madrid",28034,4.2,2391.0,"lodging, point_of_interest, establishment",40.4897144,-3.6880755,Alojamiento,1,14,25,105,0.1320754716981132,8.216164380976402,25,19,67.50535713522534,205.40410952441005,625.0,4.2,0.1817469738155942,0.0395154015122017,muchos,0.7934601832487392,0.5050405219992631
Exe Madrid Norte,"Calle Martina Díaz, 4, Madrid",28034,4.1,2824.0,"lodging, point_of_interest, establishment",40.4916855,-3.6706788,Alojamiento,1,24,51,103,0.2307692307692307,8.785829556460211,51,25,77.19080099516982,448.0773073794708,2601.0,4.1,0.0315424323460791,0.088621182677377,muchos,0.7590368804568622,0.4614088053286146
Zeppelin Televisión S.A.,"Avenida de Burgos, 89, EDIFICIO 1-B, Madrid",28034,4.3,38.0,"point_of_interest, establishment",40.49228859999999,-3.6724574,Otros / No categorizado,7,21,45,105,0.1981132075471698,8.80291131570072,45,25,77.4912476320918,396.1310092065325,2025.0,4.203805681018488,0.3319515152851079,-0.227334259184467,pocos,0.8295203960040912,0.4721832591553361
Heineken España,"Calle del Monasterio de Las Huelgas, 9-13, Madrid",28034,4.4,81.0,"point_of_interest, establishment",40.50170209999999,-3.707300499999999,Otros / No categorizado,7,4,7,59,0.0666666666666666,9.445339995686892,7,-1,89.21444763412245,66.11737996980824,49.0,4.398664427792453,0.482156056754623,-0.2224577035491263,normal,0.8712431784269814,0.4608179938881183
TÜV Rheinland Ibérica,"Avenida de Burgos, 114, 3a planta, Madrid",28034,3.7,20.0,"point_of_interest, establishment",40.488224,-3.6720321,Otros / No categorizado,7,22,50,108,0.2018348623853211,8.38454415441645,50,25,70.30058067735905,419.2272077208225,2500.0,3.199259452024533,-0.569275733531977,-0.2293756080550748,pocos,0.614428877455695,0.3770691028060979
Renault Madrid Av. Burgos - RRG,"Avenida de Burgos, 93, Madrid",28034,4.6,3916.0,"point_of_interest, car_dealer, store, establishment",40.4942402,-3.670263,Comercio / Servicios,2,16,49,104,0.1523809523809524,9.0664468838215,49,25,82.2004590971566,444.2558973072535,2401.0,4.6,0.7825651396936505,0.2124630141609139,muchos,0.91226898456848,0.5018302138551481
Oficina de Correos,"Avenida del Santuario de Valverde, 45, Madrid",28034,3.1,207.0,"post_office, finance, point_of_interest, establishment",40.5055922,-3.7018943,Administración / Localidad,0,2,21,56,0.0350877192982456,9.874572099555053,21,-1,97.50717414931108,207.3660140906561,441.0,3.09999999682703,-1.4705029823490627,-0.208168261454872,muchos,0.7396388098274983,0.3107902740976042
Oam Thong,"Calle de Navarrete, 9, Madrid",28034,4.0,1712.0,"restaurant, food, point_of_interest, establishment",40.49981249999999,-3.6728353,Restauración,9,10,29,126,0.0787401574803149,9.595153486565463,29,25,92.0669704307494,278.25945111039846,841.0,4.0,-0.1186621091234345,-0.0374888142179462,muchos,0.7549194328023656,0.4125772743611314
HEYMO Engineering SAU,"Avenida de Burgos, 89, Edificio 5, Madrid",28034,4.8,10.0,"point_of_interest, establishment",40.49120610000001,-3.6731017,Otros / No categorizado,7,17,48,109,0.1545454545454545,8.671732254608461,48,25,75.19894029561674,416.2431482212061,2304.0,3.034178682377077,1.0829742226326793,-0.230509690760968,muy_pocos,0.579082098580053,0.3459041605816219
Pensión Cuatro Torres,"Calle de la Virgen de Aránzazu, 19, Madrid",28034,3.5,201.0,"lodging, point_of_interest, establishment",40.4860622,-3.6902369,Alojamiento,1,12,27,102,0.116504854368932,7.786652387741422,27,19,60.63195540751919,210.2396144690184,729.0,3.4999999934724686,-0.8696848164710058,-0.208848711078408,muchos,0.5524970614586094,0.4437877849051235
Porsche Madrid Centro Norte,"Avenida de Burgos, 87, Madrid",28034,4.2,436.0,"car_repair, point_of_interest, car_dealer, store, establishment",40.48936979999999,-3.6730952,Comercio / Servicios,2,20,50,109,0.1818181818181818,8.47731951182912,50,25,71.8649461056387,423.86597559145594,2500.0,4.2,0.1817469738155942,-0.1821977674899179,muchos,0.8245379691369602,0.4896634658657303
COMPUDID SL,"Calle de Angelita Camarero, 5, Madrid",28035,5.0,5.0,"point_of_interest, establishment",40.47994799999999,-3.725278499999999,Otros / No categorizado,7,10,25,67,0.1470588235294117,7.253147720040364,25,20,52.60815184872673,181.3286930010091,625.0,1.9673467014368329,1.383383305571708,-0.2310767321139146,muy_pocos,0.3506540738725792,0.2675516358898925
Seguridad Estudios Formación,"Avenida del Cardenal Herrera Oria, 242, Edificio i, Madrid",28035,4.5,121.0,"point_of_interest, establishment",40.4838361,-3.7185127,Otros / No categorizado,7,11,36,69,0.1571428571428571,7.557329245025032,36,20,57.113225317710615,272.06385282090116,1296.0,4.4999749821904125,0.6323605982241368,-0.2179213727255535,normal,0.8929356006983392,0.5876689950499447
Gimnasio Madrid 91,"Calle de Fermín Caballero, 60, Madrid",28035,4.8,38.0,"point_of_interest, health, establishment",40.4833331,-3.709677700000001,Salud,10,12,37,86,0.1379310344827586,7.414851975771787,37,20,54.98002982260677,274.3495231035561,1369.0,4.692620295090404,1.0829742226326793,-0.227334259184467,pocos,0.9170161596115496,0.624446138156762
Bistrot Saconia,"Calle de Antonio Machado, 45, Madrid",28035,4.5,1374.0,"restaurant, food, point_of_interest, establishment",40.4666255,-3.7200517,Restauración,9,6,10,91,0.0652173913043478,5.708503732999056,10,-1,32.58701486966416,57.08503732999056,100.0,4.5,0.6323605982241368,-0.0758208096771362,muchos,0.8945078201630516,0.7747261957386318
ATENPACE,"Calle de las Islas Marquesas, 27, Madrid",28035,4.9,18.0,"point_of_interest, establishment",40.4763217,-3.7265577,Otros / No categorizado,7,5,21,62,0.0793650793650793,6.892997182112149,21,20,47.51341015260602,144.75294082435514,441.0,4.090035447714226,1.2331787641021943,-0.2296024245962534,pocos,0.8051601310996811,0.5848758895794208
